Form	75 73 104 79
that	265 506 290 517
:	287 506 292 517
Social 	705 388 742 397
security 	745 388 791 397
number	792 388 837 397
or	699 435 718 441
Employer 	704 445 762 455
identification 	765 445 837 455
number	840 445 884 455
1. 	53 518 63 531
The 	67 518 90 530
number 	95 518 142 530
shown 	146 518 185 530
on 	189 518 204 530
this 	208 518 229 530
form 	233 518 261 530
is 	266 518 275 530
my 	280 518 298 530
correct 	301 518 344 530
taxpayer 	348 518 401 530
identification 	404 518 482 530
number 	487 518 533 530
(	537 518 541 530
or 	540 518 552 530
I 	556 518 558 530
am 	563 518 581 530
waiting 	585 518 628 530
for 	633 518 649 530
a 	653 518 660 530
number 	665 518 710 530
to 	714 518 726 530
be 	730 518 746 530
issued 	749 518 788 530
to 	792 518 804 530
me	807 518 827 530
)	825 518 829 530
; 	830 518 833 530
and	837 518 859 530
2. 	51 529 64 542
I 	68 529 71 542
am 	74 529 93 542
not 	98 529 117 542
subject 	121 529 165 542
to 	169 529 182 542
backup 	186 529 230 542
withholding 	234 529 305 542
because	309 529 361 542
: 	361 529 364 542
(	368 529 371 542
a	371 529 380 542
) 	378 529 382 542
I 	387 529 389 542
am 	393 529 412 542
exempt 	416 529 462 542
from 	466 529 493 542
backup 	498 529 542 542
withholding	546 529 616 542
, 	616 529 619 542
or 	623 529 636 542
(	639 529 644 542
b	643 529 651 542
) 	650 529 654 542
I 	659 529 662 542
have 	666 529 696 542
not 	698 529 719 542
been 	722 529 752 542
notified 	756 529 800 542
by 	804 529 820 542
the 	822 529 842 542
Internal 	844 529 890 542
Revenue	894 529 947 542
Service 	67 540 113 553
(	114 540 120 552
IRS	120 540 143 552
) 	142 540 146 552
that 	149 540 173 552
I 	177 540 179 552
am 	185 540 202 552
subject 	207 540 251 552
to 	255 540 267 552
backup 	271 540 317 552
withholding 	320 540 390 552
as 	393 540 409 552
a 	412 540 420 552
result 	424 540 457 552
of 	461 540 474 552
a 	475 540 484 552
failure 	487 540 524 552
to 	527 540 540 552
report 	544 540 579 552
all 	583 540 596 552
interest 	601 540 646 552
or 	650 540 662 552
dividends	666 540 724 552
, 	725 540 728 552
or 	732 540 744 552
(	748 540 753 552
c	751 540 759 552
) 	759 540 763 552
the 	766 540 785 552
IRS 	789 540 810 552
has 	814 540 835 552
notified 	838 540 883 552
me 	888 540 905 552
that 	909 540 932 552
I 	936 540 939 552
am	943 540 963 552
no 	68 553 84 564
longer 	86 553 126 564
subject 	129 553 174 564
to 	177 553 190 564
backup 	193 553 239 564
withholding	242 553 313 564
; 	312 553 315 563
and	319 553 343 563
3. 	52 568 63 579
I 	66 568 71 579
am 	75 568 94 579
a 	98 568 107 579
U.S. 	109 568 135 579
citizen 	139 568 178 579
or 	183 568 195 579
other 	199 568 230 579
U.S. 	233 568 259 579
person 	264 568 305 579
(	309 568 313 579
defined 	313 568 358 579
below	362 568 399 578
)	397 568 402 578
; 	403 568 406 578
and	410 568 433 578
4. 	49 582 64 593
The 	66 582 91 593
FATCA 	95 582 139 593
code	142 582 173 593
(	172 582 177 593
s	176 582 183 593
) 	182 582 186 593
entered 	190 582 236 593
on 	240 582 255 593
this 	259 582 280 593
form 	284 582 312 593
(	316 582 320 593
if 	320 582 327 593
any	330 582 353 593
) 	352 582 356 593
indicating 	360 582 419 593
that 	422 582 446 593
I 	449 582 452 593
am 	457 582 476 593
exempt 	480 581 525 592
from 	530 581 557 592
FATCA 	562 581 605 592
reporting 	608 581 662 592
is 	666 581 677 592
correct	679 581 723 592
.	723 581 726 592
Certification 	52 595 130 608
instructions	133 595 207 607
. 	207 595 210 607
You 	212 595 236 607
must 	240 595 268 607
cross 	273 595 303 607
out 	308 595 326 607
item 	328 595 355 607
2 	359 595 366 607
above 	369 595 405 607
if 	408 595 417 607
you 	418 595 439 607
have 	443 595 471 607
been 	474 595 503 607
notified 	506 595 549 607
by 	553 595 568 607
the 	570 595 588 607
IRS 	593 595 613 607
that 	616 595 638 607
you 	641 595 663 607
are 	666 595 685 607
currently 	688 595 740 607
subject 	742 595 784 607
to 	787 595 800 607
backup 	801 595 845 607
withholding 	847 595 914 607
because	917 594 966 607
you 	51 606 74 620
have 	77 606 107 619
failed 	109 606 141 619
to 	144 606 157 619
report 	160 606 194 619
all 	197 606 210 619
interest 	215 606 256 619
and 	261 606 282 619
dividends 	286 606 342 619
on 	346 606 359 619
your 	362 606 389 619
tax 	392 606 411 619
retum	414 606 447 619
, 	448 606 451 619
For 	455 606 475 619
real 	478 606 498 619
estate 	503 606 538 619
transactions	540 606 612 619
, 	612 606 615 619
item 	619 606 643 619
2 	647 606 655 619
does 	658 606 687 619
not 	690 606 709 619
apply	712 605 745 619
. 	744 605 747 619
For 	752 605 770 619
mortgage 	775 605 829 619
interest 	831 605 875 619
paid	875 605 905 619
,	902 605 909 619
acquisition 	53 618 116 631
or 	120 618 132 630
abandonment 	135 618 215 630
of 	220 618 232 630
secured 	234 617 280 630
property	284 617 334 630
, 	333 617 336 630
cancellation 	340 617 409 630
of 	413 617 425 630
debt	427 617 455 630
, 	454 617 457 629
contributions 	461 617 537 629
to 	540 617 553 629
an 	555 617 570 629
individual 	573 617 627 629
retirement 	632 616 690 629
arrangement 	693 616 766 629
(	767 616 773 629
IRA	772 616 794 629
)	792 616 796 629
, 	797 616 800 629
and 	804 616 825 629
generally	829 616 880 629
, 	878 616 882 629
payments	887 616 943 629
other 	52 629 84 640
than 	86 629 113 640
interest 	117 629 159 640
and 	163 629 185 640
dividends	188 629 244 640
, 	245 629 247 640
you 	250 629 272 640
are 	276 629 294 640
not 	298 628 316 640
required 	320 628 368 639
to 	372 628 384 639
sign 	386 628 411 639
the 	414 628 433 639
certification	436 628 503 639
, 	503 628 506 639
but 	511 628 530 639
you 	532 628 553 639
must 	558 628 586 639
provide 	590 628 633 639
your 	635 628 662 639
correct 	666 628 706 639
TIN	709 628 729 639
. 	730 628 733 639
See 	737 628 760 639
the 	762 628 781 639
instructions 	785 627 850 639
for 	853 627 869 638
Part 	872 627 896 638
II	900 627 906 638
, 	907 627 909 638
later	913 627 939 638
.	938 627 941 638
Sign	51 650 91 661
Signature 	123 654 182 662
of	182 654 196 662
Here 	51 661 96 670
Dis 	121 654 146 676
pereon 	151 654 196 676
Charlettoring	222 654 430 676
General 	51 683 142 697
Instructions	151 683 284 697
Section 	54 705 99 714
references 	105 705 168 714
are 	172 705 190 714
to 	194 705 207 714
the 	210 704 230 713
Internal 	234 704 278 713
Revenue 	283 704 336 713
Code 	339 704 372 713
unless 	377 704 416 713
otherwise	420 704 479 713
noted	52 717 91 724
.	89 717 92 724
Future 	53 730 97 740
developments	99 730 192 740
. 	193 730 195 740
For 	199 730 220 740
the 	223 729 242 740
latest 	246 729 279 740
information 	284 729 351 740
about 	355 729 391 740
developments	394 729 481 740
related 	53 740 96 751
to 	99 740 112 751
Form 	116 740 148 751
W	151 740 165 751
-	165 740 169 751
9 	169 740 177 751
and 	180 740 204 751
its 	208 740 221 751
instructions	226 740 296 751
, 	296 740 299 751
such 	303 740 333 751
as 	336 740 351 751
legislation 	354 740 415 751
enacted	420 740 470 751
after 	54 752 82 763
they 	85 752 113 762
were 	114 752 145 762
published	149 751 208 762
, 	209 751 211 762
go 	215 751 231 762
to 	234 751 248 762
www.irs.gov/FormW9	251 751 383 761
.	381 751 386 761
Purpose 	54 770 135 784
of 	142 770 161 784
Form	168 770 216 784
An 	52 787 70 800
individual 	74 787 132 799
or 	136 787 149 799
entity 	152 787 186 799
(	188 787 193 799
Form 	193 787 224 799
W	227 787 241 799
-	242 787 246 799
9 	246 787 254 799
requester	259 787 315 799
) 	315 787 318 799
who 	322 787 348 799
is 	352 787 362 799
required 	367 787 417 799
to 	421 787 433 799
file 	437 787 454 799
an	457 787 472 799
information 	54 799 123 809
return 	127 799 162 809
with 	167 799 192 809
the 	196 799 215 809
IRS 	220 799 240 809
must 	245 799 274 809
obtain 	278 799 316 809
your 	319 799 348 809
correct 	350 799 394 809
taxpayer	397 799 451 809
identification 	54 809 132 821
number 	136 809 183 821
(	187 809 195 821
TIN	190 809 210 821
) 	211 809 215 821
which 	218 809 254 821
may 	259 809 285 821
be 	286 809 303 821
your 	306 809 334 820
social 	337 809 372 820
security 	377 809 425 820
number	429 809 476 820
(	52 822 61 832
SSN	57 821 85 832
)	85 821 91 832
, 	89 821 94 832
individual 	98 821 155 832
taxpayer 	159 821 212 832
identification 	216 821 293 832
number 	297 821 344 831
(	346 821 351 831
ITIN	350 821 375 831
)	375 821 378 831
, 	379 821 383 831
adoption	386 821 440 831
taxpayer 	53 832 108 843
identification 	113 832 189 843
number 	194 832 240 843
(	243 832 249 843
ATIN	246 832 276 843
)	277 831 280 842
, 	281 831 284 842
or 	289 831 301 842
employer 	305 831 361 842
identification 	365 831 443 842
number	447 831 494 842
(	52 843 63 853
EIN	57 842 80 853
)	79 842 85 853
, 	84 842 88 853
to 	91 842 104 853
report 	107 842 145 853
on 	148 842 163 853
an 	167 842 182 853
information 	186 842 254 853
return 	259 842 294 853
the 	298 842 317 853
amount 	321 842 367 853
paid 	371 842 397 853
to 	401 842 414 853
you	416 842 439 853
, 	440 842 443 852
or 	446 842 460 852
other	463 842 495 852
amount 	52 853 102 864
reportable 	106 853 168 864
on 	172 853 186 864
an 	190 853 205 864
information 	210 853 278 864
return	282 853 318 864
. 	318 853 321 864
Examples 	325 853 385 864
of 	389 852 402 863
information	404 852 472 863
returns 	55 863 98 874
include	102 863 146 874
, 	146 863 148 874
but 	154 863 173 874
are 	177 863 196 874
not 	201 863 220 874
limited 	224 863 264 874
to	268 863 280 874
, 	280 863 283 874
the 	287 863 307 874
following	310 863 365 874
.	364 863 369 874
• 	55 878 63 888
Form 	66 878 97 888
1099	101 878 132 888
-	132 878 136 888
INT 	137 878 159 888
(	162 878 165 888
interest 	165 878 211 888
earned 	214 878 257 888
or 	261 878 273 888
paid	277 878 303 888
)	303 878 307 888
Cat	391 908 415 915
. 	412 908 414 915
No. 	417 908 437 915
10231X	439 908 482 915
Date►	650 662 691 668
23-7-2000	713 655 836 667
• 	533 681 540 692
Form 	543 681 574 692
1099	578 681 608 692
-	609 681 613 692
DIV 	613 681 637 692
(	638 681 643 692
dividends	642 681 701 692
, 	701 681 705 692
including 	709 681 763 692
those 	766 680 801 692
from 	804 680 831 691
stocks 	835 680 875 691
or 	879 680 891 691
mutual	894 680 934 691
funds	530 693 568 703
)	562 693 571 703
• 	532 706 541 717
Form 	543 706 574 716
1099	579 706 608 716
-	609 706 613 716
MISC 	613 706 648 716
(	651 706 656 716
various 	655 706 698 716
types 	702 706 737 716
of 	740 706 752 716
income	755 706 799 716
, 	800 706 803 716
prizes	807 706 842 716
, 	842 706 845 716
awards	850 706 894 716
, 	894 706 897 716
or 	901 706 913 716
gross	917 706 950 716
proceeds	531 718 590 728
)	586 718 593 728
• 	531 732 541 742
Form 	543 731 575 741
1099	578 731 609 741
-	609 731 614 741
B 	613 731 623 741
(	627 731 632 741
stock 	631 731 665 741
or 	667 731 680 741
mutual 	684 731 724 741
fund 	728 731 756 741
sales 	760 731 791 741
and 	794 731 817 741
certain 	820 731 861 741
other	864 731 897 741
transactions 	531 743 607 753
by 	610 743 626 753
brokers	629 743 676 753
)	674 743 679 753
• 	531 756 543 767
Form 	543 756 575 767
1099	578 756 609 767
-	610 756 615 767
S 	613 756 624 767
(	627 756 631 767
proceeds 	631 756 687 767
from 	691 756 719 767
real 	723 756 744 767
estate 	748 756 786 767
transactions	790 756 863 767
)	863 756 867 767
• 	533 770 542 781
Form 	544 770 575 781
1099	580 770 609 781
-	610 770 614 781
K 	614 770 624 781
(	628 770 631 781
merchant 	631 770 688 781
card 	692 770 719 781
and 	722 770 746 781
third 	749 770 776 781
party 	781 770 812 781
network 	815 770 863 781
transactions	866 769 941 780
)	939 769 944 780
• 	532 785 543 796
Form 	543 784 575 796
1098 	579 784 609 796
(	612 784 618 796
home 	616 784 651 796
mortgage 	656 784 712 796
interest	717 784 762 796
)	762 784 765 796
, 	765 784 769 796
1098	773 784 803 796
-	803 784 807 796
E 	807 784 817 796
(	819 784 825 796
student 	823 784 868 796
loan 	873 784 897 796
interest	901 784 945 795
)	944 784 948 795
,	949 784 953 795
1098	530 796 565 807
-	563 796 568 806
T 	567 796 579 806
(	578 796 584 806
tuition	582 796 622 806
)	619 796 625 806
• 	533 811 541 821
Form 	544 810 575 821
1099	579 810 609 821
-	610 810 614 821
C 	613 810 625 821
(	628 810 632 821
canceled 	631 810 687 821
debt	690 810 719 821
)	718 810 722 821
• 	534 824 542 835
Form 	544 823 574 835
1099	580 823 609 835
-	609 823 613 835
A 	612 823 623 835
(	625 823 629 835
acquisition 	629 823 693 835
or 	697 823 710 835
abandonment 	713 823 795 835
of 	799 823 811 835
secured 	814 823 860 835
property	865 823 915 835
)	914 823 919 835
Use 	545 838 572 850
Form 	575 838 606 849
W	609 838 624 849
-	623 838 628 849
9 	628 838 636 849
only 	640 838 665 849
if 	669 838 676 849
you 	678 838 701 849
are 	705 838 725 849
a 	728 838 736 849
U.S. 	739 838 765 849
person 	769 838 810 849
(	815 838 819 849
Including 	817 838 872 849
a 	875 838 882 849
resident	887 838 935 849
alien	534 850 563 861
)	560 850 565 860
, 	566 850 569 860
to 	573 850 585 860
provide 	588 850 634 860
your 	637 850 665 860
correct 	669 850 711 860
TIN	715 850 736 860
.	737 850 739 860
If 	546 863 558 875
you 	556 863 581 875
do 	581 863 602 875
not 	603 863 625 875
return 	627 863 663 875
Form 	667 863 698 875
W	700 863 716 875
-	715 863 720 875
9 	719 863 728 875
to 	731 863 744 875
the 	747 863 767 875
requester 	769 863 828 875
with 	829 863 855 875
a 	858 863 867 875
TIN	869 863 891 875
, 	889 863 892 875
you 	896 863 919 875
might	923 863 958 875
be 	532 874 552 886
subject 	551 874 598 885
to 	600 874 614 885
backup 	615 874 661 885
withholding	664 874 735 885
. 	735 874 739 885
See 	741 874 766 885
What 	767 874 801 885
is 	803 874 814 885
backup 	817 874 863 885
withholding	864 874 936 885
,	935 874 940 885
later	533 886 562 894
.	559 886 564 894
Form 	829 902 856 912
W	859 902 876 912
-	875 902 881 912
9 	881 902 892 912
(	894 902 899 912
Rev. 	898 902 920 912
10-2018	924 902 969 912
)	968 902 972 912

Form	57 62 85 68
W	93 46 133 69
-	127 46 143 69
9	140 46 163 69
Request 	392 47 474 63
for 	481 47 509 63
Taxpayer	515 47 608 63
Give 	808 55 842 64
Form 	845 55 880 64
to 	885 55 899 64
the	903 55 925 64
Identification 	302 65 434 79
Number 	443 65 521 78
and 	529 65 564 78
Certification	572 65 696 78
(	57 74 62 83
Rev. 	61 74 84 83
October 	87 74 129 83
2018	131 74 158 83
)	155 74 159 83
Department 	57 85 113 94
of 	117 85 125 94
the 	128 85 144 94
Treasury	146 85 187 94
requester	810 69 876 79
. 	877 69 878 79
Do 	885 69 904 79
not	908 69 931 79
send 	810 83 842 91
to 	846 83 860 91
the 	865 83 887 91
IRS	892 83 916 91
.	916 83 919 91
Internal 	58 94 92 101
Revenue 	96 94 137 101
Service	139 94 175 101
Go 	285 92 306 102
to 	308 92 321 102
www.irs.gov/FormW9 	323 92 459 102
for 	463 92 480 102
instructions 	484 92 557 102
and 	561 92 584 102
the 	587 92 608 102
latest 	612 92 646 102
information	650 92 721 102
.	722 92 725 102
1 	99 107 106 116
Name 	112 107 142 116
(	146 107 149 116
as 	149 107 160 116
shown 	163 107 197 116
on 	201 107 213 116
your 	216 107 240 116
income 	242 107 279 116
tax 	283 107 299 116
return	302 107 332 116
)	331 107 335 116
. 	335 107 337 116
Name 	341 107 372 116
is 	374 107 383 116
required 	387 107 428 116
on 	432 107 444 116
this 	448 107 466 116
line	469 107 487 116
; 	486 107 489 116
do 	493 107 506 116
not 	510 107 526 116
leave 	529 107 556 116
this 	559 107 577 116
line 	580 107 598 116
blank	601 107 630 116
.	629 107 631 116
Slater	99 123 136 134
, 	134 123 136 134
Lynsey 	141 123 184 134
Shayne	186 123 231 134
2 	98 138 108 146
Business 	110 138 159 146
name	162 138 190 146
/	188 138 195 146
disregarded 	195 138 254 146
entity 	258 138 287 146
name	290 138 319 146
, 	319 138 321 146
if 	324 138 331 146
different 	333 138 376 146
from 	379 138 402 146
above	406 138 437 146
Edge 	99 154 132 163
Garden 	133 154 179 163
Services	181 154 230 163
3 	98 170 106 180
Check 	112 170 146 180
appropriate 	149 170 208 180
box 	211 170 230 180
for 	233 170 248 180
federal 	250 170 285 180
tax 	289 170 304 180
classification 	307 170 373 180
of 	377 170 387 180
the 	390 170 406 180
person 	409 170 444 180
whose 	447 170 481 180
name 	485 170 513 180
is 	516 170 524 180
entered 	527 170 566 180
on 	569 170 583 180
line 	585 170 603 180
1. 	607 170 616 180
Check 	618 170 653 180
only 	655 170 676 180
one 	679 170 700 180
of 	703 170 713 180
the	716 170 732 180
following 	113 181 159 189
seven 	162 181 192 189
boxes	195 181 226 189
.	227 181 230 189
single	128 214 166 222
-	159 214 163 222
member 	162 214 205 222
LLC	208 214 229 222
Limited 	128 232 166 242
liability 	169 232 205 242
company	208 232 255 242
. 	255 232 258 242
Enter 	261 232 289 242
the 	291 232 307 242
tax 	311 232 327 242
classification 	330 232 395 242
(	399 232 402 242
C	402 232 410 242
=	411 232 416 242
C 	417 232 425 242
corporation	428 232 487 242
, 	488 232 490 242
S	494 232 501 242
=	501 232 507 242
S 	508 232 515 242
corporation	519 232 577 242
, 	578 232 580 242
P	584 232 591 242
=	592 232 597 242
Partnership	598 232 656 242
)	656 232 660 242
4 	745 170 757 179
Exemptions 	759 170 821 179
(	823 170 827 179
codes 	827 170 858 179
apply 	862 170 890 179
only 	893 170 915 179
to	917 170 927 179
certain 	748 181 783 189
entities	785 181 823 189
, 	823 181 825 189
not 	829 181 846 189
individuals	849 181 902 189
; 	903 181 905 189
see	909 181 927 189
instructions 	748 190 808 199
on 	811 190 823 199
page 	827 190 853 199
3	854 190 862 199
)	860 190 864 199
:	865 190 868 199
Individual	128 203 176 212
/	177 203 182 212
sole 	182 203 204 212
proprietor 	205 203 255 212
or	259 203 270 212
C 	312 203 324 211
Corporation	324 203 389 211
☐	292 198 306 209
☐	410 198 424 209
☐	105 200 120 211
☑	529 198 543 209
☐	645 198 659 209
☐	105 230 120 241
S 	429 203 440 211
Corporation	438 203 503 211
Partnership	548 203 608 210
Trust	664 202 696 209
/	690 202 696 209
estate	696 202 727 209
Exempt 	745 216 786 225
payee 	788 216 819 225
code 	821 216 846 225
(	849 216 852 225
if 	852 216 858 225
any	861 216 879 225
)	877 216 881 225
Exemption 	748 246 802 256
from 	803 246 828 256
FATCA 	833 246 868 256
reporting	872 246 917 256
code 	749 261 777 271
(	775 261 781 270
if 	779 261 787 270
any	788 261 808 270
)	806 261 811 270
(	745 291 751 298
